"ID","name","location","info","mob_name","wear","date"
"5472","necklace of solid gold wrapped in ivy","pale moon keep",".. this object, a necklace of solid gold wrapped in ivy, is armor,
   and can be referred to as 'golden necklace ivy'.
It is of 25th level, weighs 4 pounds, and is worth 79 gold.
You can wear it around your neck.
It sheds a magical aura.
Armor class bonus: 5 vs pierce, 5 vs bash, 5 vs slash, and 5 vs magic.
When worn, it
   modifies moves by 15
   modifies intelligence by 2
   modifies health by 25
   modifies mana by 45
   modifies resistance to acid by 5
   modifies resistance to disease by 6
   modifies fortitude save by 3
   modifies reflex save by 4","Faela, high priestess of the pale moon","neck",NULL
"5473","heavenly armguards of white steel","Tomb of the Demonlord",".. this object, heavenly armguards of white steel, is armor,
   and can be referred to as 'armguard steel'.
It is of 28th level, weighs 6 pounds, and is worth 130 gold.
You can wear it on your arms.
It glows with a soft light.
It can only be used by those of pure soul.
Only knights can use it.
Armor class bonus: 14 vs pierce, 14 vs bash, 13 vs slash, and 9 vs magic.
When worn, it
   modifies fortitude save by 1
   modifies reflex save by 3
   modifies resistance to acid by 6
   modifies strength by 2
   modifies damage roll by 3
   modifies hit roll by 2","bound soul of a knight","arms",NULL
"5474","fine crafted trident made from dragonbone","Eastern Sea",".. this object, a fine crafted trident made from dragonbone, is a polearm,
   and can be referred to as 'trident fine dragonbone'.
It is of 35th level, weighs 8 pounds, and is worth 150 gold.
It cannot be located by magical means.
It deals 6d7 damage (averaging at 24).
Its attacks take the form of a pierce.
It is designed to be used with two hands.
When worn, it
   modifies damage roll by 3
   modifies hit roll by 3","hunter triton","wield",NULL
"5475","string of seashells","Eastern Sea",".. this object, a string of seashells, is armor,
   and can be referred to as 'string belt seashell'.
It is of 35th level, weighs 2 pounds, and is worth 35 gold.
You can wear it about your waist.
It cannot be located by magical means.
Armor class bonus: 6 vs pierce, 6 vs bash, 6 vs slash, and 9 vs magic.
When worn, it
   modifies resistance to cold by 2
   modifies dexterity by 1
   modifies damage roll by 2","hunter triton","waist",NULL
"5476","starfish ring","Eastern Sea",".. this object, a starfish ring, is armor,
   and can be referred to as 'star starfish ring'.
It is of 28th level, weighs 1 pound, and is worth 50 gold.
You can wear it on your finger.
It cannot be located by magical means.
Armor class bonus: 6 vs pierce, 6 vs bash, 6 vs slash, and 2 vs magic.
When worn, it
   modifies damage roll by 2
   modifies health by 10
   modifies mana by 10","hunter triton","finger",NULL
"5477","serpentine white-bladed dirk","Dargaard Keep",".. this object, a serpentine white-bladed dirk, is a dagger,
   and can be referred to as 'dirk white-bladed serpentine'.
It is of 30th level, weighs 3 pounds, and is worth 103 gold.
It is invisible, glows with a soft light and sheds a magical aura.
It cannot be used by those of pure soul.
It cannot be located by magical means.
It deals 5d8 damage (averaging at 22).
Its attacks take the form of a freezing blade.
It is razor sharp.
When worn, it
   modifies mana by 40
   modifies wisdom by 1
   modifies health by -25","experienced necromancer","wield","2026-03-22 09:09:27"
"5478","pendant of two crossed bones","Dargaard Keep",".. this object, a pendant of two crossed bones, is armor,
   and can be referred to as 'pendant bone'.
It is of 28th level, weighs 3 pounds, and is worth 80 gold.
You can wear it around your neck.
It glows with a soft light.
The curse upon it won't let you remove it.
Armor class bonus: 8 vs pierce, 8 vs bash, 8 vs slash, and 6 vs magic.
When worn, it
   modifies dexterity by -1
   modifies strength by 1
   modifies damage roll by 4
   modifies hit roll by -2
   modifies resistance to poison by 6","enormous reanimated minotaur","neck","2026-03-22 08:52:09"
"5479","obsidian mace inlaid with emeralds","Dargaard Keep",".. this object, an obsidian mace inlaid with emeralds, is a mace,
   and can be referred to as 'mace obsidian emeralds inlaid'.
It is of 31st level, weighs 22 pounds, and is worth 100 gold.
It glows with a soft light and sheds a magical aura.
It deals 3d16 damage (averaging at 25).
Its attacks take the form of an acidic bite.
It is designed to be used with two hands.
When worn, it
   modifies hit roll by -5
   modifies damage roll by 6
   modifies dexterity by -2
   modifies moves by -50
   modifies strength by -1","enormous reanimated minotaur","wield","2026-03-22 08:50:47"
"5480","ring of black granite","Dwarven Trail (south from shadowdale)",".. this object, a ring of black granite, is armor,
   and can be referred to as 'ring granite black'.
It is of 23rd level, weighs 2 pounds, and is worth 45 gold.
You can wear it on your finger.
Armor class bonus: 7 vs pierce, 7 vs bash, 7 vs slash, and 4 vs magic.
When worn, it
   modifies mana by -10
   modifies damage roll by 2","dwarven watchman","finger",NULL
"5481","pike with a bit of kender hair tied to the end","Dwarven Trail (south from shadowdale)",".. this object, a pike with a bit of kender hair tied to the end, is a spear,
   and can be referred to as 'pike wooden large'.
It is of 21st level, weighs 10 pounds, and is worth 24 gold.
It deals 5d8 damage (averaging at 22).
Its attacks take the form of a thrust.
It is designed to be used with two hands.
When worn, it
   modifies damage roll by 6
   modifies hit roll by 4","minotaur champion","wield",NULL
"5482","mace made out of hardened wood","tower of stars",".. this object, a mace made out of hardened wood, is a mace,
and can be referred to as 'mace wooden'.
It is of 20th level, weighs 3 pounds, and is worth 113 gold.
It glows with a soft light.
It cannot be used by those of darkened soul.
It deals 7d7 damage (averaging at 28).
Its attacks take the form of divine power.
When worn, it
modifies armor class by -8
modifies hit roll by 4
modifies damage roll by 6","divine Priest of Elvenkind","wield",NULL
"5483","snowy hide cut from the mane of a griffon","tower of stars",".. this object, a snowy hide cut from the mane of a griffon, is armor,
and can be referred to as 'griffon hide pure-white'.
It is of 28th level, weighs 8 pounds, and is worth 290 gold.
You can wear it around your body.
Armor class bonus: 14 vs pierce, 14 vs bash, 14 vs slash, and 14 vs magic.
When worn, it
modifies mana by 80
modifies constitution by 2
modifies dexterity by 1
modifies health by 60
modifies damage roll by 4","black-robed mage","body",NULL
"5484","legplates of the wraithkind","tower of stars",".. this object, legplates of the wraithkind, is armor,
   and can be referred to as 'leg legplate wraithkind'.
It is of 19th level, weighs 7 pounds, and is worth 20 gold.
You can wear it on your legs.
It sheds a magical aura.
Armor class bonus: 6 vs pierce, 6 vs bash, 4 vs slash, and 2 vs magic.","spectre of the elven soldier","legs",NULL
"5485","pair of emerald plated corundum arm guards","nethosak",".. this object, a pair of emerald plated corundum arm guards, is armor,
   and can be referred to as 'emerald corundum arm guards'.
It is of 25th level, weighs 6 pounds, and is worth 110 gold.
You can wear it on your arms.
Armor class bonus: 16 vs pierce, 16 vs bash, 16 vs slash, and 16 vs magic.
When worn, it
   modifies hit roll by 1
   modifies damage roll by 2
   modifies dexterity by 1
   modifies strength by 1
   modifies health by 30","Ganth the minotaur","arms",NULL
"5486","shield fashioned from the blue serpent scale","Naiadian Depths",".. this object, shield fashioned from the blue serpent scale, is armor,
   and can be referred to as 'shield scale serpent'.
It is of 26th level, weighs 9 pounds, and is worth 143 gold.
You can use it as a shield.
Armor class bonus: 16 vs pierce, 16 vs bash, 16 vs slash, and 16 vs magic.
When worn, it
   modifies reflex save by 1
   modifies health by 10
   modifies resistance to piercing by 4
   modifies resistance to lightning by 7
   modifies damage roll by 3
   modifies hit roll by 3","blue underwater serpent","shield",NULL
"5487","sleeves fashioned from green serpent scale","Naiadian Depths",".. this object, sleeves fashioned from green serpent scale, is armor,
   and can be referred to as 'sleeves scaled green serpent'.
It is of 24th level, weighs 7 pounds, and is worth 120 gold.
You can wear it on your arms.
Armor class bonus: 15 vs pierce, 15 vs bash, 15 vs slash, and 15 vs magic.
When worn, it
   modifies mana by 25
   modifies resistance to slashing by 2
   modifies resistance to piercing by 2
   modifies resistance to bashing by 2
   modifies fortitude save by 1
   modifies resistance to poison by 8
   modifies damage roll by 2
   modifies hit roll by 2","green underwater serpent","arms",NULL
"5488","set of crab-skin gauntlets","Naiadian Depths",".. this object, a set of crab-skin gauntlets, is armor,
   and can be referred to as 'gauntlet crab skin'.
It is of 25th level, weighs 5 pounds, and is worth 67 gold.
You can wear it on your hands.
Armor class bonus: 9 vs pierce, 9 vs bash, 9 vs slash, and 9 vs magic.
When worn, it
   modifies will save by 1
   modifies armor class by -15
   modifies resistance to disease by 2
   modifies resistance to slashing by 3
   modifies damage roll by 3
   modifies hit roll by 1","Merfolk looter","hands",NULL
"5489","decorated coral helmet","Naiadian Depths",".. this object, a decorated coral helmet, is armor,
   and can be referred to as 'helm coral decorated'.
It is of 23rd level, weighs 7 pounds, and is worth 45 gold.
You can wear it on your head.
Armor class bonus: 9 vs pierce, 7 vs bash, 7 vs slash, and 7 vs magic.
When worn, it
   modifies resistance to bashing by 2
   modifies resistance to cold by 4
   modifies will save by 4
   modifies reflex save by 6
   modifies mana by 25","merfolk hunter","head",NULL
"5490","crown set with shark teeth","Naiadian Depths",".. this object, a crown set with shark teeth, is armor,
   and can be referred to as 'crown shark teeth small'.
It is of 24th level, weighs 4 pounds, and is worth 110 gold.
You can wear it on your head.
Armor class bonus: 6 vs pierce, 6 vs bash, 6 vs slash, and 6 vs magic.
When worn, it
   modifies mana by 40
   modifies wisdom by 2
   modifies armor class by -10
   modifies resistance to cold by 2
   modifies resistance to fire by 2
   modifies will save by 3
   modifies reflex save by 5","Mermaid sorceress","head",NULL
"5491","staff fashioned from blue coral","Naiadian Depths",".. this object, staff fashioned from blue coral, is a staff,
   and can be referred to as 'staff coral blue'.
It is of 26th level, weighs 8 pounds, and is worth 130 gold.
It glows with a soft light.
It deals 7d6 damage (averaging at 24).
Its attacks take the form of divine power.
It is designed to be used with two hands.
When worn, it
   modifies damage roll by 3
   modifies hit roll by 3","Mermaid sorceress","wield",NULL
"5492","gleaming ice-white scales","Naiadian Depths",".. this object, gleaming ice-white scales, is armor,
   and can be referred to as 'scales white icy'.
It is of 26th level, weighs 8 pounds, and is worth 110 gold.
You can wear it on your torso.
It glows with a soft light.
Armor class bonus: 13 vs pierce, 13 vs bash, 13 vs slash, and 13 vs magic.
When worn, it
   modifies health by 10
   modifies constitution by 1
   modifies resistance to acid by 2
   modifies hit roll by -2
   modifies damage roll by 3","merfolk assassin","torso",NULL
"5493","scales of black underwater serpent","Naiadian Depths",".. this object, scales of black underwater serpent, is armor,
   and can be referred to as 'scales black serpent'.
It is of 26th level, weighs 12 pounds, and is worth 112 gold.
You can wear it on your torso.
Armor class bonus: 12 vs pierce, 12 vs bash, 13 vs slash, and 12 vs magic.
When worn, it
   modifies intelligence by 1
   modifies reflex save by 1
   modifies resistance to acid by 8
   modifies armor class by -10
   modifies health by 35
   modifies mana by 35","black underwater serpent","torso",NULL
"5494","razor-edged coral dagger","Naiadian Depths",".. this object, a razor-edged coral dagger, is a dagger,
   and can be referred to as 'dagger coral razor'.
It is of 23rd level, weighs 4 pounds, and is worth 54 gold.
It glows with a soft light and sheds a magical aura.
The curse upon it won't let you remove it.
It deals 8d5 damage (averaging at 24).
Its attacks take the form of a slice.
When worn, it
   modifies damage roll by 5
   modifies hit roll by 4
   modifies armor class by -7","merfolk assassin","wield",NULL
"5495","flickering blue orb","Naiadian Depths",".. this object, a flickering blue orb, is a magical staff,
   and can be referred to as 'orb waters flickering'.
It is of 20th level, weighs 3 pounds, and is worth 43 gold.
You can hold it in your hands.
It glows with a soft light and sheds a magical aura.
It has 3 (out of 3) charges of a 29th-level spell of 'displacement'.

lim","Mermaid sorceress","staves",NULL
"5496","belt of interlinking rose thorns","Arkham Legion",".. this object, a belt of interlinking rose thorns, is trash,
   and can be referred to as 'belt interlinking rose thorns'.
It is of 32nd level, weighs 2 pounds, and is worth 40 gold.
You can wear it about your waist.
It sheds a magical aura.
When worn, it
   modifies damage roll by 3
   modifies hit roll by -1
   modifies health by -20
   modifies constitution by -2
   modifies strength by -2","captured elf girl","waist",NULL
"5497","white sacrificial gown","Arkham Legion",".. this object, a white sacrificial gown, is armor,
   and can be referred to as 'white sacrificial gown'.
It is of 30th level, weighs 1 pound, and is worth 5 gold.
You can wear it on your torso.
It sheds a magical aura.
The curse upon it won't let you remove it.
Armor class bonus: 3 vs pierce, 3 vs bash, 4 vs slash, and 0 vs magic.
When worn, it
   modifies health by -25
   modifies constitution by -3","captured elf girl","torso",NULL
"5498","light called Harmony","Arkham Legion",".. this object, a light called Harmony, is a light,
   and can be referred to as 'light harmony'.
It is of 32nd level, weighs 0 pounds, and is worth 40 gold.
You can hold it in your hands.
It glows with a soft light and sheds a magical aura.
It can only be used by those of pure soul.
When worn, it
   modifies health by 50
   modifies damage roll by 3
   modifies hit roll by 2","captured elf girl","hold",NULL
"5499","Libram of Infinite Conjuration","Arkham Legion",".. this object, the Libram of Infinite Conjuration, is a magical scroll,
   and can be referred to as 'infinite libram conjuration'.
It is of 35th level, weighs 4 pounds, and is worth 100 gold.
You can hold it in your hands.
It glows with a soft light, hums faintly and sheds a magical aura.
It cannot be located by magical means.
It contains 50th-level spells of 'armor', 'detect invis' and 'fly'.
When worn, it
   modifies mana by 30
   modifies wisdom by 3
   modifies intelligence by 3

random spells after each use","hooded demonologist","scroll",NULL
"5500","dwarven warhammer","nightfall, near entrance to thorbardin",".. this object, a dwarven warhammer, is a mace,
   and can be referred to as 'warhammer hammer'.
It is of 35th level, weighs 12 pounds, and is worth 800 gold.
It cannot be used by those of darkened soul.
It deals 4d14 damage (averaging at 30).
Its attacks take the form of a crush.
When worn, it
   modifies mana by 30
   modifies fortitude save by 5
   modifies will save by 10
   modifies reflex save by 5
   modifies damage roll by 3
   modifies hit roll by 2","dwarven captain","wield",NULL
"5501","Kalaman signet ring","Kalaman",".. this object, the Kalaman signet ring, is armor,
   and can be referred to as 'silver ring kalaman signet'.
It is of 25th level, weighs 3 pounds, and is worth 69 gold.
You can wear it on your finger.
It sheds a magical aura.
Armor class bonus: 8 vs pierce, 8 vs bash, 8 vs slash, and 8 vs magic.
When worn, it
   modifies health by 20
   modifies resistance to fire by 3
   modifies damage roll by 3
   modifies hit roll by 3","captain of the kalaman guard","finger",NULL
"5502","scorched and charred black girdle","Pit of Despair",".. this object, a scorched and charred black girdle, is armor,
   and can be referred to as 'girdle scorched'.
It is of 28th level, weighs 4 pounds, and is worth 45 gold.
You can wear it about your waist.
It hums faintly.
Armor class bonus: 10 vs pierce, 10 vs bash, 10 vs slash, and 10 vs magic.
When worn, it
   modifies health by 25
   modifies dexterity by 2
   modifies intelligence by 2
   modifies damage roll by 3
   modifies hit roll by 3
   modifies resistance to poison by 5","hobgoblin assisstant","waist","2026-03-22 10:52:23"
"5503","dark shimmering potion","rosevale",".. this object, a dark shimmering potion, is a potion,
   and can be referred to as 'potion bright darkpotion'.
It is of 22nd level, weighs 2 pounds, and is worth 300 gold.
You can hold it in your hands.
It glows with a soft light.
It contains 15th-level spells of 'resist cold', 'armor' and 'cure serious'.","elven priestess, quest","potion",NULL
"5504","lion skin","Estwilde Forest",".. this object, a lion skin, is armor,
   and can be referred to as 'skin lion'.
It is of 26th level, weighs 3 pounds, and is worth 45 gold and 60 silver.
You can wear it around your body.
Armor class bonus: 8 vs pierce, 8 vs bash, 8 vs slash, and 8 vs magic.
When worn, it
   modifies fortitude save by 4","lion","body",NULL
"5505","ivory crown adorned with vines","pale moon keep",".. this object, an ivory crown adorned with vines, is armor,
   and can be referred to as 'crown ivory vines'.
It is of 28th level, weighs 8 pounds, and is worth 110 gold.
You can wear it on your head.
Armor class bonus: 12 vs pierce, 12 vs bash, 12 vs slash, and 12 vs magic.
When worn, it
   modifies hit roll by 3
   modifies resistance to energy by 4
   modifies fortitude save by 5
   modifies reflex save by 5
   modifies resistance to air by 2
   modifies mana regeneration by 1
   modifies mana by 40","Lord Kyrine, king of the pale moon","head",NULL
"5506","antique flaming longsword","High Clerist Tower",".. this object, the antique flaming longsword, is a sword,
   and can be referred to as 'sword antique solamnia longsword flaming'.
It is of 30th level, weighs 14 pounds, and is worth 400 gold.
It cannot be used by those of darkened soul.
It deals 7d7 damage (averaging at 28).
Its attacks take the form of a flaming bite.
It is razor sharp.
When worn, it
   modifies damage roll by 6

flares","Alfred, Leader of Solamnic Order","wield",NULL
"5507","iron flail wrapped in crimson fires","Eastern Red Island",".. this object, an iron flail wrapped in crimson fires, is a flail,
   and can be referred to as 'flail iron'.
It is of 28th level, weighs 5 pounds, and is worth 30 gold.
It deals 7d6 damage (averaging at 24).
Its attacks take the form of an acidic bite.
When worn, it
   modifies hit roll by 6
   modifies damage roll by 4","priest in crimson","wield",NULL
"5508","ancient blade named ""Wyrmslayer""","Labyrinth of Sla-Mori",".. this object, an ancient blade named ""Wyrmslayer"", is a sword,
   and can be referred to as 'ancient blade wyrmslayer'.
It is of 30th level, weighs 5 pounds, and is worth 780 gold.
It hums faintly.
It cannot be used by those of darkened soul.
It cannot be located by magical means.
It deals 4d13 damage (averaging at 28).
Its attacks take the form of a freezing blade.
It is coated in a chilling frost.
When worn, it
   modifies hit roll by 6
   modifies damage roll by 6

flares

say Faithful Beyond Death
lower resist cold","Kith-Kanan","wield","2026-03-22 07:54:08"
"5509","crown of the elven king","Labyrinth of Sla-Mori",".. this object, the crown of the elven king, is armor,
   and can be referred to as 'crown elven ancient'.
It is of 30th level, weighs 3 pounds, and is worth 1000 gold.
You can wear it on your head.
It sheds a magical aura.
It cannot be located by magical means.
Armor class bonus: 14 vs pierce, 14 vs bash, 14 vs slash, and 14 vs magic.
When worn, it
   modifies health by 40
   modifies mana by 40
   modifies wisdom by 2
   modifies intelligence by 2
   modifies resistance to energy by 10
   modifies resistance to mental by 10
   modifies all saves by 5
   modifies damage roll by 3
   modifies hit roll by 3","Kith-Kanan","head","2026-03-22 07:54:17"
"5510","rich purple cloak with golden trim","Labyrinth of Sla-Mori",".. this object, a rich purple cloak with golden trim, is armor,
   and can be referred to as 'purple golden cloak'.
It is of 30th level, weighs 4 pounds, and is worth 500 gold.
You can wear it around your body.
It glows with a soft light and sheds a magical aura.
Armor class bonus: 9 vs pierce, 13 vs bash, 12 vs slash, and 15 vs magic.
When worn, it
   modifies damage roll by 3
   modifies hit roll by 3
   modifies health by 40
   modifies mana by 40
   modifies resistance to holy by 10
   modifies all saves by 3","Kith-Kanan","body","2026-03-27 13:57:42"
"5511","staff of mythran-wood","palanthas court",".. this object, a staff of mythran-wood, is a staff,
   and can be referred to as 'staff mythran-wood wood'.
It is of 35th level, weighs 9 pounds, and is worth 350 gold.
It sheds a magical aura.
It cannot be used by those of darkened soul.
It deals 7d7 damage (averaging at 28).
Its attacks take the form of force of nature.
It is designed to be used with two hands.
When worn, it
   modifies health by 100","qualinesti ambassador","wield","2026-03-22 10:58:25"
"5512","shortsword engraved with a rose","pale moon keep",".. this object, a shortsword engraved with a rose, is a sword,
   and can be referred to as 'silver shortsword rose'.
It is of 26th level, weighs 8 pounds, and is worth 60 gold.
It glows with a soft light and sheds a magical aura.
It deals 4d9 damage (averaging at 20).
Its attacks take the form of a slash.
When worn, it
   modifies hit roll by 3
   modifies damage roll by 4","skilled elven knight","wield",NULL
"5513","pair of white leather leggings","Monastery of Mishakal",".. this object, a pair of white leather leggings, is armor,
   and can be referred to as 'leggings white leather'.
It is of 24th level, weighs 2 pounds, and is worth 0 gold and 15 silver.
You can wear it on your legs.
Armor class bonus: 8 vs pierce, 8 vs bash, 8 vs slash, and 8 vs magic.
When worn, it
   modifies damage roll by 1
   modifies hit roll by 1
   modifies intelligence by 2
   modifies mana by 15
   modifies will save by 1","priestess of Mishakal","legs",NULL
"5514","pair of steel sollerets","emerald",".. this object, a pair of steel sollerets, is armor,
   and can be referred to as 'sollerets boots'.
It is of 30th level, weighs 4 pounds, and is worth 90 gold.
You can wear it on your feet.
It can only be used by those of pure soul.
Armor class bonus: 6 vs pierce, 6 vs bash, 6 vs slash, and 6 vs magic.
When worn, it
   modifies mana by 20
   modifies health by 20
   modifies damage roll by 2
   modifies hit roll by 2
   modifies fortitude save by 2","knight","feet","2026-03-22 07:32:40"
"5515","pair of light steel leggings","emerald",".. this object, a pair of light steel leggings, is armor,
   and can be referred to as 'steel leggings'.
It is of 30th level, weighs 6 pounds, and is worth 90 gold.
You can wear it on your legs.
It can only be used by those of pure soul.
Armor class bonus: 5 vs pierce, 5 vs bash, 5 vs slash, and 5 vs magic.
When worn, it
   modifies mana by 20
   modifies health by 20
   modifies damage roll by 3
   modifies hit roll by 3
   modifies fortitude save by 2","knight","legs","2026-03-22 07:32:24"
"5516","battle-worn mailed shirt","emerald",".. this object, a battle-worn mailed shirt, is armor,
   and can be referred to as 'shirt mailed'.
It is of 30th level, weighs 9 pounds, and is worth 90 gold.
You can wear it on your torso.
It can only be used by those of pure soul.
Armor class bonus: 12 vs pierce, 12 vs bash, 12 vs slash, and 12 vs magic.
When worn, it
   modifies mana by 30
   modifies health by 30
   modifies damage roll by 3
   modifies hit roll by 3
   modifies fortitude save by 2","knight","torso","2026-03-22 07:32:08"
"5517","white surcoat","emerald",".. this object, a white surcoat, is armor,
   and can be referred to as 'white surcoat'.
It is of 30th level, weighs 5 pounds, and is worth 90 gold.
You can wear it around your body.
It can only be used by those of pure soul.
Armor class bonus: 9 vs pierce, 9 vs bash, 10 vs slash, and 0 vs magic.
When worn, it
   modifies dexterity by 1
   modifies mana by 30
   modifies health by 30
   modifies hit roll by 3
   modifies damage roll by 3","knight","body","2026-03-22 07:31:13"
"5518","wooden cross","emerald",".. this object, a wooden cross, is armor,
   and can be referred to as 'cross wooden'.
It is of 30th level, weighs 2 pounds, and is worth 10 gold.
You can wear it around your neck.
It sheds a magical aura.
It can only be used by those of pure soul.
Armor class bonus: 9 vs pierce, 9 vs bash, 9 vs slash, and 0 vs magic.
When worn, it
   modifies will save by 7
   modifies wisdom by 2
   modifies mana by 15
   modifies health by 15
   modifies hit roll by 1
   modifies damage roll by 1","knight","neck","2026-03-22 07:30:59"
"5519","Knight Melancholic's shield","emerald",".. this object, the Knight Melancholic's shield, is armor,
   and can be referred to as 'shield melancholic'.
It is of 30th level, weighs 4 pounds, and is worth 10 gold.
You can use it as a shield.
It hums faintly.
It cannot be used by those of darkened soul.
Armor class bonus: 15 vs pierce, 15 vs bash, 15 vs slash, and 10 vs magic.
When worn, it
   modifies health by 15
   modifies mana by 25
   modifies damage roll by 2
   modifies hit roll by 2
   modifies fortitude save by 5","sir sorrow","shield","2026-03-22 07:36:03"
"5520","fine-looking collar","Dragon Tower",".. this object, a fine-looking collar, is armor,
   and can be referred to as 'fine collar'.
It is of 40th level, weighs 4 pounds, and is worth 72 gold and 67 silver.
You can wear it around your neck.
It glows with a soft light and hums faintly.
Armor class bonus: 10 vs pierce, 10 vs bash, 10 vs slash, and 10 vs magic.
When worn, it
   modifies reflex save by 1
   modifies mana by 25
   modifies health by 20
   modifies armor class by -10","Great mage","neck",NULL
"5531","longbow of yew","Wailing Fens",".. this object, a longbow of yew, is a bow,
   and can be referred to as 'longbow yew huge'.
It is of 25th level, weighs 4 pounds, and is worth 77 gold.
It sheds a magical aura.
The curse upon it won't let you remove it.
It cannot be located by magical means.
It is fireproof and resists corrosion.
It has a shooting range of 4.
It deals 4d8 damage (averaging at 18).
It is compatible with the following types of ammo: arrow.
When worn, it
   modifies shooting range by 3
   modifies precision with ranged weapons by 6
   modifies damage roll by 3","Old Bill Grabcoin","wield",NULL
"5532","estoc","Wailing Fens",".. this object, an estoc, is a sword,
   and can be referred to as 'estoc long rapier two handed'.
It is of 24th level, weighs 4 pounds, and is worth 53 gold.
It deals 5d6 damage (averaging at 17).
Its attacks take the form of a slice.
It is razor sharp and is designed to be used with two hands.
When worn, it
   modifies strength by 1
   modifies hit roll by 4
   modifies damage roll by 6","Old Bill Grabcoin","wield",NULL
"5533","curved bronze dagger","Wailing Fens",".. this object, a curved bronze dagger, is a dagger,
   and can be referred to as 'curved bronze dagger'.
It is of 14th level, weighs 2 pounds, and is worth 9 gold.
It deals 4d8 damage (averaging at 18).
Its attacks take the form of a pierce.
When worn, it
   modifies hit roll by 1
   modifies damage roll by 4","Old Bill Grabcoin","wield",NULL
"5534","sharpened war blade","hobgoblins village",".. this object, a sharpened war blade, is a sword,
   and can be referred to as 'war blade sharpened'.
It is of 25th level, weighs 3 pounds, and is worth 10 gold.
It deals 4d8 damage (averaging at 18).
Its attacks take the form of a chop.
When worn, it
   modifies hit roll by 3
   modifies damage roll by 3","hobgoblin warrior","wield",NULL
"5535","silver lyre","Inn of the Last Home",".. this object, a silver lyre, is an instrument,
   and can be referred to as 'lyre silver'.
It is of 1st level, weighs 1 pound, and is worth 10 gold.
You can hold it in your hands.
Increases purity of song by 0.","young bard","hold",NULL
"5536","brilliant wreath of fresh blue roses","pale moon keep",".. this object, a brilliant wreath of fresh blue roses, is armor,
   and can be referred to as 'wreath blue roses'.
It is of 32nd level, weighs 5 pounds, and is worth 113 gold.
You can wear it on your head.
Only priests can use it.
Armor class bonus: 6 vs pierce, 6 vs bash, 6 vs slash, and 4 vs magic.
When worn, it
   modifies damage roll by 1
   modifies resistance to lightning by 4
   modifies health by 35
   modifies mana by 45
   modifies reflex save by 3
   modifies fortitude save by 7","Faela, high priestess of the pale moon","head",NULL
"5537","blue wooden harp","Undine Lake",".. this object, a blue wooden harp, is an instrument,
   and can be referred to as 'harp blue wooden'.
It is of 10th level, weighs 2 pounds, and is worth 12 gold and 50 silver.
You can hold it in your hands.
It sheds a magical aura.
It cannot be used by those of darkened soul.
It is fireproof and resists corrosion.
Increases purity of song by 0.
Increases volume of the song by 15.
When worn, it
   modifies will save by 1
   modifies strength by 1
   modifies health by 15","Marid","hold",NULL
"5538","fine harp","Inn of the Last Home",".. this object, a fine harp, is an instrument,
   and can be referred to as 'fine harp'.
It is of 10th level, weighs 7 pounds, and is worth 51 gold and 40 silver.
You can hold it in your hands.
Increases purity of song by 5.","sold by guildmaster","hold",NULL
"5539","gold-encrusted lute","Inn of the Last Home",".. this object, a gold-encrusted lute, is an instrument,
   and can be referred to as 'lute golden'.
It is of 1st level, weighs 1 pound, and is worth 5 gold.
You can hold it in your hands.
Increases purity of song by 0.","ancient bard","hold",NULL
"5540","entrails of an undersea horror","eastern rock isle",".. this object, entrails of an undersea horror, is armor,
   and can be referred to as 'entrails organ organs rotting'.
It is of 26th level, weighs 3 pounds, and is worth 50 gold.
You can wear it about your waist.
It glows with a soft light and sheds a magical aura.
It cannot be located by magical means.
Armor class bonus: 11 vs pierce, 11 vs bash, 11 vs slash, and 11 vs magic.
When worn, it
   modifies resistance to cold by 7
   modifies reflex save by 5
   modifies fortitude save by 5
   modifies armor class by -10
   modifies health by 35","wicked deepspawn","waist",NULL
"5541","silver flute with golden engravings","Western Trade Route",".. this object, a silver flute with golden engravings, is an instrument,
   and can be referred to as 'flute elven'.
It is of 24th level, weighs 3 pounds, and is worth 136 gold.
You can hold it in your hands.
It sheds a magical aura.
It can only be used by those of pure soul.
When worn, it
   modifies health by 20","elven minstrel","hold",NULL
"5542","war drum","goblin village",".. this object, a war drum, is armor,
   and can be referred to as 'drum war'.
It is of 12th level, weighs 5 pounds, and is worth 25 gold.
You can hold it in your hands.
Armor class bonus: 5 vs pierce, 5 vs bash, 5 vs slash, and 4 vs magic.
When worn, it
   modifies armor class by 4","goblin war drummer","hold",NULL
"5543","leather vest embroidered with gold","Endless Desert","and can be referred to as 'leather vest golden embroidered'.
It is of 20th level, weighs 3 pounds, and is worth 167 gold.
You can wear it on your torso.
It sheds a magical aura.
Armor class bonus: 7 vs pierce, 7 vs bash, 7 vs slash, and 5 vs magic.
When worn, it
   modifies hit roll by 3
   modifies dexterity by 1","wandering traveler","torso",NULL
"5544","golden short sword set with a ruby","Endless Desert",".. this object, a golden short sword set with a ruby, is a sword,
   and can be referred to as 'short sword golden ruby'.
It is of 20th level, weighs 2 pounds, and is worth 4 gold.
It glows with a soft light and sheds a magical aura.
It deals 5d8 damage (averaging at 22).
Its attacks take the form of a slice.
It is razor sharp.
When worn, it
   modifies dexterity by 1
   modifies hit roll by 6","wandering traveler","wield",NULL
